,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
701290,2021-01-01 00:10:00,-1.01565,-1.8506200000000002,1.9902900000000001,36.5319,0.23172600000000002,42.5849,39.7749,54.6243,51.2098,81.0278,68.6364,159.707,125.698,278.597,339.756,447.727,501.65,463.725,360.015,384.713,320.19,406.723,412.733,352.275,342.273,344.158,324.982,374.17199999999997,,,,,,,,,,,,,,,,,,,,,,,,,
701291,2021-01-01 00:11:00,-1.5268,-1.68418,1.787,35.9011,0.23172600000000002,42.9343,40.5732,55.434,52.2155,82.1259,70.4273,161.463,126.649,283.235,336.79,430.626,488.336,479.082,372.894,386.217,322.637,405.645,410.531,361.392,350.895,340.88199999999995,320.212,378.07800000000003,286.96,,,,,,,,,,,,,,,,,,,,,,,,
701292,2021-01-01 00:12:00,-1.65285,-1.45405,1.8143799999999999,35.0575,0.23172600000000002,43.3027,40.0075,53.7108,50.355,79.7731,69.444,162.039,124.18299999999999,282.876,334.167,423.478,471.26599999999996,470.61300000000006,375.853,387.73699999999997,317.487,395.96,400.51599999999996,372.972,373.955,342.444,318.536,372.994,286.45599999999996,,,,,,,,,,,,,,,,,,,,,,,,
701293,2021-01-01 00:13:00,-0.8342459999999999,-1.96279,1.99007,36.1728,0.23172600000000002,42.8241,40.9249,56.6714,52.0685,81.4582,72.3038,165.28799999999998,128.128,284.628,353.00800000000004,466.561,502.809,444.977,344.68800000000005,382.26099999999997,324.04,408.959,412.25699999999995,349.874,334.833,340.483,327.374,378.024,,,,,,,,,,,,,,,,,,,,,,,,,
701294,2021-01-01 00:14:00,-0.8414520000000001,-1.64462,2.2855,35.7087,0.23172600000000002,42.8582,40.7905,55.5063,51.4901,77.127,69.3466,165.312,125.059,282.402,347.17800000000005,459.39300000000003,497.065,446.842,349.38800000000003,384.287,325.082,407.211,411.944,349.14099999999996,337.095,340.805,326.125,374.20300000000003,,,,,,,,,,,,,,,,,,,,,,,,,
701295,2021-01-01 00:15:00,-0.8573149999999999,-1.3423200000000002,2.50126,35.041,0.23172600000000002,43.3614,41.221000000000004,55.5157,50.2849,79.2315,66.8106,162.717,125.76700000000001,282.218,342.528,445.561,484.67,450.79400000000004,356.024,384.38699999999994,322.585,404.856,408.908,351.31800000000004,343.221,342.01300000000003,324.243,376.01199999999994,286.741,,,,,,,,,,,,,,,,,,,,,,,,
701296,2021-01-01 00:16:00,-0.334423,-1.8087099999999998,2.29402,35.646,0.23172600000000002,43.9379,40.1423,54.5217,50.2004,78.5461,68.9892,162.069,125.736,283.339,354.73400000000004,459.30699999999996,483.195,430.53,346.55800000000005,386.529,323.985,408.06800000000004,407.88300000000004,347.411,337.04699999999997,344.881,325.765,374.79400000000004,,,,,,,,,,,,,,,,,,,,,,,,,
701297,2021-01-01 00:17:00,-0.256212,-1.9656200000000001,2.16263,35.4722,0.23172600000000002,43.7136,39.3644,54.5286,50.1424,79.6677,72.9344,166.037,127.669,284.877,358.59,468.101,487.76599999999996,428.466,344.01800000000003,385.392,323.053,406.707,410.415,349.20300000000003,338.23,346.645,329.205,372.968,,,,,,,,,,,,,,,,,,,,,,,,,
701298,2021-01-01 00:18:00,-0.168759,-2.01347,2.17056,35.8298,0.23172600000000002,43.1033,40.0722,54.6179,50.71,79.6443,69.1527,167.843,127.154,290.444,372.921,476.93699999999995,474.85400000000004,406.89300000000003,335.926,383.056,322.232,407.217,409.694,346.559,341.652,345.99,328.416,367.287,,,,,,,,,,,,,,,,,,,,,,,,,
701299,2021-01-01 00:19:00,-0.00469331,-2.18018,1.99422,36.5583,0.23172600000000002,43.5177,41.6787,55.6201,50.9884,80.5837,73.8266,169.15200000000002,128.265,292.281,378.17800000000005,489.62300000000005,480.655,406.01599999999996,336.45300000000003,384.285,324.176,406.46,406.07199999999995,338.287,337.69699999999995,345.077,330.69300000000004,370.371,,,,,,,,,,,,,,,,,,,,,,,,,
701300,2021-01-01 00:20:00,-0.00327325,-2.13692,2.11259,35.1201,0.23172600000000002,43.0211,40.9602,55.3073,50.8384,76.7631,66.4058,164.78099999999998,126.794,289.73400000000004,376.444,484.908,479.091,406.74699999999996,332.33,383.66900000000004,323.157,407.55199999999996,409.474,343.351,338.077,345.208,329.086,371.57099999999997,,,,,,,,,,,,,,,,,,,,,,,,,
701301,2021-01-01 00:21:00,0.077088,-2.5015099999999997,1.6750900000000002,35.8296,0.23172600000000002,42.9779,40.7603,54.923,50.7256,80.3581,69.2669,164.317,126.426,285.493,366.435,478.231,488.374,418.225,337.56,383.126,325.112,407.815,411.746,348.34,336.07300000000004,344.66900000000004,328.648,372.48900000000003,,,,,,,,,,,,,,,,,,,,,,,,,
701302,2021-01-01 00:22:00,0.41991300000000004,-2.57333,1.5062,36.5649,0.23172600000000002,42.9843,41.5863,56.7962,52.3178,81.9125,69.5973,163.35299999999998,128.887,297.055,388.54900000000004,492.28,474.911,404.574,330.045,377.94699999999995,323.533,408.974,406.097,333.165,337.39599999999996,345.506,323.92,370.35900000000004,,,,,,,,,,,,,,,,,,,,,,,,,
701303,2021-01-01 00:23:00,0.405196,-2.72907,1.227,37.3473,0.23172600000000002,43.6334,41.4406,55.7905,51.0648,81.0812,76.4353,170.94400000000002,129.906,296.219,383.211,488.184,478.941,409.374,337.856,385.49199999999996,325.783,409.452,405.023,332.719,339.87199999999996,346.625,330.648,369.27,,,,,,,,,,,,,,,,,,,,,,,,,
701304,2021-01-01 00:24:00,0.0526864,-2.44801,1.72348,35.7968,0.23172600000000002,43.7357,41.6752,55.6477,50.5767,79.1843,71.6307,165.232,127.046,286.509,366.55699999999996,484.51,491.153,415.968,337.473,383.69699999999995,324.349,405.244,408.89099999999996,346.915,338.165,343.619,331.483,373.406,,,,,,,,,,,,,,,,,,,,,,,,,
701305,2021-01-01 00:25:00,0.06620160000000001,-0.947031,2.79429,36.3899,0.23172600000000002,44.3294,41.2745,55.5948,50.8136,81.4255,74.593,168.38299999999998,128.614,290.19599999999997,371.05,480.63699999999994,493.884,427.17,342.077,382.787,322.579,406.66900000000004,410.905,348.801,336.92199999999997,343.50699999999995,329.95300000000003,373.287,,,,,,,,,,,,,,,,,,,,,,,,,
701306,2021-01-01 00:26:00,0.317749,-0.22503,2.87328,36.1858,0.23172600000000002,43.8025,40.8162,55.4275,50.9638,82.1261,75.3557,170.891,129.997,295.312,382.69,487.82099999999997,483.712,416.30199999999996,341.32199999999995,385.338,325.16700000000003,408.60900000000004,409.954,345.527,339.371,347.665,330.525,371.358,,,,,,,,,,,,,,,,,,,,,,,,,
701307,2021-01-01 00:27:00,0.384569,0.120178,2.95834,36.5732,0.23172600000000002,43.4537,40.8844,56.313,51.7335,83.4988,71.9156,167.449,129.079,297.432,390.04400000000004,494.815,477.24800000000005,404.99199999999996,333.713,382.969,323.942,410.11,410.436,341.718,338.49300000000005,346.72900000000004,330.69599999999997,369.721,,,,,,,,,,,,,,,,,,,,,,,,,
701308,2021-01-01 00:28:00,0.740164,-0.889387,2.8572900000000003,36.4451,0.23172600000000002,43.7401,42.0053,57.7548,51.7405,81.3486,72.1452,173.965,134.68200000000002,315.806,412.181,494.366,454.834,392.77099999999996,334.30400000000003,384.065,331.657,416.42699999999996,401.408,314.597,336.501,346.541,330.649,,,,,,,,,,,,,,,,,,,,,,,,,,
701309,2021-01-01 00:29:00,0.738449,-0.963802,2.8757099999999998,37.0233,0.23172600000000002,43.8259,42.5603,57.5279,51.2764,78.41199999999999,73.4766,170.618,134.09799999999998,313.372,413.329,495.806,458.889,389.51599999999996,331.311,385.45,329.471,416.67900000000003,400.16900000000004,314.818,335.955,348.348,331.546,,,,,,,,,,,,,,,,,,,,,,,,,,
701310,2021-01-01 00:30:00,0.22971,-1.25892,2.83526,37.2306,0.23172600000000002,43.5883,41.4846,55.9139,52.2139,84.2488,77.4016,169.083,129.719,293.033,382.45599999999996,495.01300000000003,491.051,415.63699999999994,339.36300000000006,383.733,326.764,411.385,407.159,337.72,337.51099999999997,344.105,330.76599999999996,369.95099999999996,,,,,,,,,,,,,,,,,,,,,,,,,
701311,2021-01-01 00:31:00,-0.00443596,-1.56075,2.72064,37.0513,0.23172600000000002,43.5558,40.8581,55.8965,51.4227,83.6017,72.9936,167.48,128.829,288.65,373.176,489.25699999999995,500.181,425.273,338.69599999999997,383.064,324.813,408.594,413.50199999999995,350.994,337.43300000000005,344.474,328.584,374.64300000000003,,,,,,,,,,,,,,,,,,,,,,,,,
701312,2021-01-01 00:32:00,-0.000750715,-1.6397,2.65551,35.9578,0.23172600000000002,43.7536,41.6417,56.6131,51.7718,81.7242,72.3056,165.78799999999998,127.34700000000001,286.884,368.772,483.902,497.36199999999997,425.284,339.186,385.04400000000004,325.027,408.561,412.49699999999996,348.921,336.45300000000003,341.7,328.735,374.31300000000005,,,,,,,,,,,,,,,,,,,,,,,,,
701313,2021-01-01 00:33:00,0.090366,-1.97355,2.4707,35.8477,0.23172600000000002,42.8466,41.521,55.9591,51.1925,79.9919,66.298,163.644,126.635,285.279,365.435,479.894,494.365,424.779,339.772,382.223,323.224,405.645,410.42,348.019,335.273,339.648,329.57300000000004,374.736,,,,,,,,,,,,,,,,,,,,,,,,,
701314,2021-01-01 00:34:00,-0.023335299999999996,-2.0788,2.43622,35.4081,0.23172600000000002,42.7033,40.476,55.7965,50.784,80.8137,67.3242,162.096,124.98,281.471,357.657,474.769,499.471,430.329,341.54900000000004,383.156,324.061,409.36400000000003,412.972,351.968,337.777,342.50300000000004,327.509,375.086,,,,,,,,,,,,,,,,,,,,,,,,,
701315,2021-01-01 00:35:00,-0.0244413,-2.1796599999999997,2.25143,35.3751,0.23172600000000002,43.7735,41.4605,56.0342,51.3244,81.1915,66.6921,164.63,125.163,282.925,357.2,473.31300000000005,503.13300000000004,439.31800000000004,344.35900000000004,383.05400000000003,324.32099999999997,408.92199999999997,411.452,350.695,335.55800000000005,341.54,329.2,375.85699999999997,,,,,,,,,,,,,,,,,,,,,,,,,
701316,2021-01-01 00:36:00,-0.0633305,-2.21141,2.2116,36.3195,0.23172600000000002,44.172,40.9266,54.5069,50.2833,78.4803,67.0993,161.33700000000002,123.48200000000001,279.488,354.233,473.435,497.954,433.81,342.342,381.35900000000004,324.442,406.465,411.67699999999996,351.209,334.88,338.36300000000006,326.251,374.097,,,,,,,,,,,,,,,,,,,,,,,,,
701317,2021-01-01 00:37:00,0.132327,-2.4121799999999998,1.8449,35.8334,0.23172600000000002,42.9108,40.2594,55.135,51.0681,76.3347,70.3296,161.923,126.71799999999999,283.041,366.031,472.722,487.66,424.348,343.406,388.75199999999995,325.232,409.94800000000004,407.81,340.63599999999997,338.66900000000004,347.95099999999996,332.157,373.56199999999995,,,,,,,,,,,,,,,,,,,,,,,,,
701318,2021-01-01 00:38:00,-0.11885899999999999,-2.14756,2.1627,35.6703,0.23172600000000002,43.9617,41.1762,55.7708,51.341,79.2444,66.7121,162.941,126.286,283.37,356.69199999999995,471.259,497.788,435.541,344.279,385.69300000000004,325.172,407.968,409.62300000000005,347.736,334.69,341.84,328.139,376.897,,,,,,,,,,,,,,,,,,,,,,,,,
701319,2021-01-01 00:39:00,-0.175156,-1.64012,2.4923599999999997,36.3916,0.23172600000000002,43.8999,40.7244,55.5501,50.8157,80.9819,69.9936,164.982,126.21600000000001,281.26599999999996,353.06800000000004,467.81800000000004,500.855,442.096,347.781,383.827,323.11,407.157,411.37800000000004,349.23,335.587,340.94699999999995,324.44,374.23199999999997,,,,,,,,,,,,,,,,,,,,,,,,,
701320,2021-01-01 00:40:00,0.08279349999999999,-0.7678649999999999,2.7223599999999997,36.6222,0.23172600000000002,43.7529,41.4905,56.2095,51.6694,80.6467,70.6691,164.692,127.691,288.595,373.289,480.226,490.106,425.159,340.25,384.36800000000005,322.54400000000004,405.77,408.24,344.55400000000003,336.423,342.265,325.747,373.588,,,,,,,,,,,,,,,,,,,,,,,,,
701321,2021-01-01 00:41:00,0.13187000000000001,-0.598364,2.9287799999999997,35.4047,0.23172600000000002,42.8673,40.8915,56.0396,52.0065,83.37299999999999,72.3229,163.741,127.15899999999999,289.89799999999997,372.93800000000005,482.401,493.33,426.284,342.085,382.689,325.624,410.723,413.162,345.86,336.754,341.914,325.884,373.46,,,,,,,,,,,,,,,,,,,,,,,,,
701322,2021-01-01 00:42:00,0.152025,-0.8387889999999999,2.86345,35.053000000000004,0.23172600000000002,43.8308,41.494,56.2922,51.6364,78.5926,64.2571,161.444,127.36399999999999,291.268,371.597,479.754,485.587,423.023,341.834,383.94800000000004,326.351,408.418,411.44800000000004,346.0,333.779,341.61199999999997,330.14300000000003,377.069,,,,,,,,,,,,,,,,,,,,,,,,,
701323,2021-01-01 00:43:00,0.0784768,-0.852876,2.85895,36.2277,0.23172600000000002,44.0574,40.996,54.9092,50.4229,78.5346,71.5475,167.77900000000002,128.81,287.222,360.202,473.582,495.25,435.024,346.833,384.459,324.193,406.289,408.30800000000005,346.426,336.74300000000005,344.131,329.208,373.75,,,,,,,,,,,,,,,,,,,,,,,,,
701324,2021-01-01 00:44:00,0.9356,0.345574,2.87257,35.9576,0.23172600000000002,42.2266,40.9731,56.1923,51.9561,79.4764,67.3709,162.726,133.50799999999998,313.065,401.139,472.81300000000005,447.18199999999996,397.436,335.459,384.29400000000004,328.06300000000005,411.996,405.483,329.723,337.037,346.301,327.337,363.598,,,,,,,,,,,,,,,,,,,,,,,,,
701325,2021-01-01 00:45:00,0.552828,-0.9508850000000001,2.57041,36.3933,0.23172600000000002,42.5081,40.9984,56.2169,51.5175,81.1149,73.7297,170.627,133.596,306.14,383.74699999999996,470.653,465.55,419.282,344.298,384.634,326.72700000000003,411.24699999999996,407.124,331.74800000000005,338.525,345.284,326.063,371.291,,,,,,,,,,,,,,,,,,,,,,,,,
701326,2021-01-01 00:46:00,-0.161942,-2.7581,0.705553,35.7222,0.23172600000000002,43.4052,40.6103,55.739,49.5611,78.0588,70.3117,165.80200000000002,129.624,291.08299999999997,363.014,456.03,473.43,431.86400000000003,352.032,384.996,324.193,406.065,411.142,347.472,339.57099999999997,345.7,326.642,375.559,,,,,,,,,,,,,,,,,,,,,,,,,
701327,2021-01-01 00:47:00,-0.6821050000000001,-2.88413,0.194366,36.4985,0.23172600000000002,43.6511,40.7695,55.0764,50.5792,80.102,69.82600000000001,167.88,129.041,285.60400000000004,349.559,450.455,481.425,447.07300000000004,358.67400000000004,385.731,324.85900000000004,406.755,410.68699999999995,349.707,338.119,343.426,325.795,373.546,,,,,,,,,,,,,,,,,,,,,,,,,
701328,2021-01-01 00:48:00,-0.839139,-2.8587,0.266664,36.4385,0.23172600000000002,43.9435,40.5434,54.1446,50.6563,78.8839,74.0814,165.733,127.26,283.45099999999996,345.031,446.36699999999996,480.413,449.596,360.846,386.358,324.184,403.49699999999996,409.282,349.91900000000004,339.221,344.44599999999997,325.295,375.12199999999996,,,,,,,,,,,,,,,,,,,,,,,,,
701329,2021-01-01 00:49:00,-0.843447,-2.93751,-0.254133,36.3328,0.23172600000000002,42.5412,39.6909,54.4581,50.5526,80.6934,72.0613,161.485,125.447,280.315,346.286,450.20599999999996,485.025,446.278,354.335,382.714,322.768,406.566,413.88599999999997,351.917,338.529,343.895,322.656,372.964,,,,,,,,,,,,,,,,,,,,,,,,,
701330,2021-01-01 00:50:00,-0.772825,-2.89973,-0.46256800000000003,36.1003,0.23172600000000002,42.6503,40.3196,54.8726,51.1672,82.4144,71.5482,159.895,125.941,282.324,349.471,454.346,484.44800000000004,445.667,354.61800000000005,383.713,323.73400000000004,408.059,414.691,351.452,338.973,342.035,323.871,373.398,,,,,,,,,,,,,,,,,,,,,,,,,
701331,2021-01-01 00:51:00,-0.764181,-2.86003,-0.757725,36.1529,0.23172600000000002,42.8407,40.2472,55.3949,51.3152,82.3583,67.7313,160.673,126.17299999999999,283.433,351.509,455.35900000000004,486.981,443.055,349.708,382.079,324.94599999999997,408.415,413.121,350.212,336.95300000000003,340.967,322.394,374.16,,,,,,,,,,,,,,,,,,,,,,,,,
701332,2021-01-01 00:52:00,-0.605668,-2.7627,-1.0285600000000001,35.8415,0.23172600000000002,43.0352,41.2169,55.1246,51.2244,79.3296,69.4785,164.80599999999998,126.624,284.414,350.9,456.126,489.255,441.42699999999996,349.251,384.435,324.29400000000004,407.81800000000004,411.311,348.00199999999995,336.39099999999996,342.083,325.759,376.93800000000005,,,,,,,,,,,,,,,,,,,,,,,,,
701333,2021-01-01 00:53:00,-0.819614,-2.68874,-0.911957,35.6775,0.23172600000000002,43.122,41.1375,55.9382,51.5101,82.1049,70.4495,168.18200000000002,126.507,281.849,345.342,451.47900000000004,496.7,456.1,356.69199999999995,384.00300000000004,324.92,407.702,412.9,348.56699999999995,337.285,341.125,324.77099999999996,378.522,,,,,,,,,,,,,,,,,,,,,,,,,
701334,2021-01-01 00:54:00,-0.844374,-2.52768,-0.843284,35.764,0.23172600000000002,43.2882,41.0871,56.4281,52.2328,82.4608,71.3276,163.813,128.798,286.26,349.656,449.092,489.065,456.661,361.17199999999997,386.70599999999996,324.908,410.33099999999996,412.33099999999996,348.559,334.94699999999995,343.55300000000005,325.607,376.635,,,,,,,,,,,,,,,,,,,,,,,,,
701335,2021-01-01 00:55:00,-0.515881,-2.47995,-1.29482,35.4958,0.23172600000000002,43.9118,41.5385,56.1127,51.1461,80.9826,70.9348,170.03400000000002,129.476,291.776,361.01599999999996,459.213,477.64599999999996,432.74,349.199,385.121,324.219,406.245,410.505,345.94300000000004,336.686,342.975,326.927,374.314,,,,,,,,,,,,,,,,,,,,,,,,,
701336,2021-01-01 00:56:00,-0.320046,-2.36252,-1.3584100000000001,35.9933,0.23172600000000002,44.2702,41.4147,55.467,51.2979,81.0705,74.2582,171.852,132.394,297.504,372.94,466.209,472.13300000000004,420.296,344.92,385.022,322.629,406.469,408.917,348.62,338.575,349.587,328.587,373.589,,,,,,,,,,,,,,,,,,,,,,,,,
701337,2021-01-01 00:57:00,-0.49788699999999997,-2.32287,-1.08623,36.6208,0.23172600000000002,43.3594,41.6164,56.4385,52.0635,82.9577,76.4587,169.947,131.124,295.246,364.94800000000004,458.656,475.046,435.964,354.37300000000005,385.91,322.723,407.539,413.46,349.779,340.228,343.986,325.534,371.027,,,,,,,,,,,,,,,,,,,,,,,,,
701338,2021-01-01 00:58:00,-0.629957,-2.24362,-1.2394100000000001,36.595,0.23172600000000002,43.913999999999994,40.9355,55.9722,51.2491,83.4283,75.8925,173.46,130.912,293.797,361.04699999999997,456.582,479.49699999999996,442.45,359.885,386.423,323.923,407.418,411.111,349.69300000000004,339.23400000000004,344.667,325.184,372.616,,,,,,,,,,,,,,,,,,,,,,,,,
701339,2021-01-01 00:59:00,-0.437852,-2.10127,-1.58212,37.1656,0.23172600000000002,43.7456,41.4451,56.0696,51.6957,81.5773,76.3627,168.942,131.856,297.07599999999996,369.93699999999995,462.905,472.22,430.07199999999995,349.972,386.94599999999997,323.13599999999997,407.84,410.245,348.342,339.665,346.301,326.161,371.906,,,,,,,,,,,,,,,,,,,,,,,,,
701340,2021-01-01 01:00:00,-0.49773500000000004,-1.9257,-1.5517100000000001,36.7418,0.23172600000000002,43.4919,41.2237,56.2784,51.7469,83.3554,76.8941,172.989,133.38299999999998,300.455,375.346,469.54400000000004,479.043,430.81699999999995,348.589,384.727,323.619,407.152,413.384,349.74300000000005,341.35400000000004,345.966,327.76300000000003,372.028,,,,,,,,,,,,,,,,,,,,,,,,,
701341,2021-01-01 01:01:00,-1.0808,-1.61432,-1.50016,37.3824,0.23172600000000002,44.2514,41.2015,57.1265,52.8406,86.1871,79.8125,172.196,132.612,292.824,353.95300000000003,448.606,489.719,468.70099999999996,372.47,387.68300000000005,323.49,407.842,413.167,350.791,339.334,343.385,324.39099999999996,374.58,,,,,,,,,,,,,,,,,,,,,,,,,
701342,2021-01-01 01:02:00,-0.8707969999999999,-1.4902,-1.83145,36.7723,0.23172600000000002,43.7145,42.0241,57.701,53.068000000000005,85.6207,78.6552,173.59599999999998,133.115,296.78700000000003,364.22900000000004,464.082,493.829,452.827,357.376,384.767,323.982,408.49,413.25699999999995,349.651,338.292,342.0,325.561,375.19800000000004,,,,,,,,,,,,,,,,,,,,,,,,,
701343,2021-01-01 01:03:00,-0.289089,-1.61248,-0.551977,36.5662,0.23172600000000002,43.8965,42.5788,58.0756,52.562,83.9197,75.1038,173.35,137.362,316.319,390.588,462.909,459.51099999999997,419.82099999999997,347.825,384.30300000000005,326.189,410.846,412.565,345.655,338.24300000000005,347.505,324.703,376.56,,,,,,,,,,,,,,,,,,,,,,,,,
701344,2021-01-01 01:04:00,0.47895299999999996,-2.44714,0.9838180000000001,36.0796,0.23172600000000002,42.8529,41.9196,56.8359,52.0515,80.8251,74.9835,176.271,142.721,339.783,427.75300000000004,475.44300000000004,417.473,373.065,330.44,383.37300000000005,332.91900000000004,416.975,402.023,317.695,340.651,355.056,326.96,,,,,,,,,,,,,,,,,,,,,,,,,,
701345,2021-01-01 01:05:00,0.0794048,-2.59507,0.284281,36.4044,0.23172600000000002,42.5927,41.5829,58.055,51.5966,77.6216,68.672,171.582,137.204,317.885,410.246,486.31199999999995,442.47,385.647,335.13,388.283,332.874,418.405,402.923,317.507,340.124,351.217,328.131,,,,,,,,,,,,,,,,,,,,,,,,,,
701346,2021-01-01 01:06:00,-0.0472653,-2.5935900000000003,0.58431,36.204,0.23172600000000002,42.9946,40.6928,57.3402,51.7464,80.9746,71.2573,170.02,132.806,303.94599999999997,389.583,482.413,460.792,399.49199999999996,335.852,384.49300000000005,330.835,415.68800000000005,405.066,325.428,338.996,346.536,329.44300000000004,373.75800000000004,,,,,,,,,,,,,,,,,,,,,,,,,
701347,2021-01-01 01:07:00,-0.0105176,-2.39824,0.753853,36.4816,0.23172600000000002,43.0766,41.433,57.1596,51.0662,80.1913,72.2827,173.729,135.075,305.918,387.66900000000004,474.001,463.42800000000005,412.324,343.776,388.339,330.38300000000004,413.853,404.50699999999995,324.519,339.11300000000006,348.264,329.661,373.464,,,,,,,,,,,,,,,,,,,,,,,,,
701348,2021-01-01 01:08:00,-0.10288399999999999,-2.3963900000000002,0.7205,35.3753,0.23172600000000002,43.191,41.2322,56.4117,51.4833,79.4817,69.1549,165.18,131.423,299.64,372.773,463.305,464.269,419.19599999999997,345.923,386.147,326.704,410.718,411.89599999999996,342.86,336.746,344.06300000000005,327.29,374.681,,,,,,,,,,,,,,,,,,,,,,,,,
701349,2021-01-01 01:09:00,0.34020100000000003,-1.9703400000000002,1.36685,36.0443,0.23172600000000002,43.3539,40.7069,58.4347,52.0195,83.2949,70.8521,166.635,134.36,303.62,384.17800000000005,471.48,462.07199999999995,413.796,345.963,386.83099999999996,326.389,410.95300000000003,408.246,338.786,337.884,345.952,326.132,369.88699999999994,,,,,,,,,,,,,,,,,,,,,,,,,
701350,2021-01-01 01:10:00,0.359813,-2.14178,1.0861299999999998,36.5088,0.23172600000000002,43.3647,41.1876,55.4705,51.6098,82.6626,75.3162,169.55900000000003,134.89600000000002,308.23900000000003,386.61400000000003,470.695,456.80199999999996,410.02,346.434,385.694,327.892,409.935,407.551,338.402,340.465,347.661,325.698,370.483,,,,,,,,,,,,,,,,,,,,,,,,,
701351,2021-01-01 01:11:00,0.615775,-1.78415,1.51417,36.3492,0.23172600000000002,43.8296,41.4112,56.2559,51.7701,81.6397,75.0104,173.25,134.786,306.767,388.39099999999996,472.68699999999995,458.61199999999997,412.908,349.082,388.56,327.69599999999997,410.874,409.833,341.723,340.164,348.161,326.972,370.851,,,,,,,,,,,,,,,,,,,,,,,,,
